Tag1,Tag2,value
superhero,movie,0
supernatural,movie,0
surreal,movie,0
survival,movie,0
survival horror,movie,0
swordplay,movie,0
tactical,movie,0
tactical rpg,movie,0
tanks,movie,0
team-based,movie,0
text-based,movie,0
third person,movie,0
third-person shooter,movie,0
thriller,movie,0.025641026
time attack,movie,0
time management,movie,0
time manipulation,movie,0
time travel,movie,0
top-down,movie,0
top-down shooter,movie,0
touch-friendly,movie,0
tower defense,movie,0
trackir,movie,0
trading,movie,0
trading card game,movie,0
trains,movie,0
transhumanism,movie,0
turn-based,movie,0
turn-based combat,movie,0
turn-based strategy,movie,0
turn-based tactics,movie,0
twin stick shooter,movie,0
typing,movie,0
underground,movie,0
underwater,movie,0
unforgiving,movie,0
utilities,movie,0
vampire,movie,0
video production,movie,0
villain protagonist,movie,0
violent,movie,0
visual novel,movie,0
voice control,movie,0
voxel,movie,0
walking simulator,movie,0
war,movie,0
wargame,movie,0
warhammer 40k,movie,0
web publishing,movie,0
werewolves,movie,0
western,movie,0
word game,movie,0
world war i,movie,0
world war ii,movie,0
wrestling,movie,0
zombies,movie,0
2d fighter,multiple endings,0
3d platformer,multiple endings,0
4x,multiple endings,0
6dof,multiple endings,0
abstract,multiple endings,0
action,multiple endings,0.001260126
action rpg,multiple endings,0
action-adventure,multiple endings,0
addictive,multiple endings,0
adventure,multiple endings,0.003628447
agriculture,multiple endings,0
aliens,multiple endings,0
alternate history,multiple endings,0
america,multiple endings,0
animation & modeling,multiple endings,0
anime,multiple endings,0.010752688
arcade,multiple endings,0
arena shooter,multiple endings,0.02
artificial intelligence,multiple endings,0
assassin,multiple endings,0.010638298
atmospheric,multiple endings,0.005455963
audio production,multiple endings,0
base building,multiple endings,0
based on a novel,multiple endings,0
basketball,multiple endings,0
batman,multiple endings,0
beat 'em up,multiple endings,0
beautiful,multiple endings,0.006896552
benchmark,multiple endings,0
blood,multiple endings,0
board game,multiple endings,0
building,multiple endings,0
bullet hell,multiple endings,0.006451613
bullet time,multiple endings,0
capitalism,multiple endings,0
card game,multiple endings,0
cartoony,multiple endings,0.018867925
casual,multiple endings,0.001643836
character action game,multiple endings,0
character customization,multiple endings,0.006369427
chess,multiple endings,0
choices matter,multiple endings,0.02994012
choose your own adventure,multiple endings,0.018691589
cinematic,multiple endings,0
city builder,multiple endings,0
class-based,multiple endings,0
classic,multiple endings,0.002254791
co-op,multiple endings,0.000641026
co-op campaign,multiple endings,0
cold war,multiple endings,0
comedy,multiple endings,0.005284016
comic book,multiple endings,0.011111111
competitive,multiple endings,0
conspiracy,multiple endings,0
conversation,multiple endings,0
crafting,multiple endings,0
crime,multiple endings,0
crowdfunded,multiple endings,0
crpg,multiple endings,0
cult classic,multiple endings,0
cute,multiple endings,0.006825939
cyberpunk,multiple endings,0.015957447
cycling,multiple endings,0
dark comedy,multiple endings,0
dark fantasy,multiple endings,0.008196721
dark humor,multiple endings,0
dating sim,multiple endings,0.020689655
demons,multiple endings,0
design & illustration,multiple endings,0
destruction,multiple endings,0
detective,multiple endings,0.008064516
difficult,multiple endings,0.00461361
dinosaurs,multiple endings,0
diplomacy,multiple endings,0
documentary,multiple endings,0
dog,multiple endings,0
dragons,multiple endings,0
drama,multiple endings,0.045454545
driving,multiple endings,0
dungeon crawler,multiple endings,0.005714286
dungeons & dragons,multiple endings,0
dynamic narration,multiple endings,0.125
dystopian ,multiple endings,0.030769231
e-sports,multiple endings,0
early access,multiple endings,0
economy,multiple endings,0
education,multiple endings,0
emotional,multiple endings,0.015384615
epic,multiple endings,0
episodic,multiple endings,0
experience,multiple endings,0
experimental,multiple endings,0.011111111
exploration,multiple endings,0.00921659
family friendly,multiple endings,0
fantasy,multiple endings,0.002423263
fast-paced,multiple endings,0.003676471
female protagonist,multiple endings,0.007263923
fighting,multiple endings,0
first-person,multiple endings,0.004545455
fishing,multiple endings,0
flight,multiple endings,0
fmv,multiple endings,0.024390244
football,multiple endings,0
fps,multiple endings,0.002358491
funny,multiple endings,0.005865103
futuristic,multiple endings,0
gambling,multiple endings,0
game development,multiple endings,0
gamemaker,multiple endings,0
games workshop,multiple endings,0
god game,multiple endings,0
golf,multiple endings,0
gore,multiple endings,0.005434783
gothic,multiple endings,0
grand strategy,multiple endings,0
grid-based movement,multiple endings,0
gun customization,multiple endings,0
hack and slash,multiple endings,0
hacking,multiple endings,0.03125
hand-drawn,multiple endings,0
heist,multiple endings,0
hex grid,multiple endings,0
hidden object,multiple endings,0
historical,multiple endings,0.003194888
horror,multiple endings,0.002808989
horses,multiple endings,0
hunting,multiple endings,0
illuminati,multiple endings,0
indie,multiple endings,0.004725704
intentionally awkward controls,multiple endings,0
interactive fiction,multiple endings,0.04494382
inventory management,multiple endings,0
investigation,multiple endings,0
isometric,multiple endings,0.00877193
jrpg,multiple endings,0
kickstarter,multiple endings,0.007874016
lara croft,multiple endings,0
lego,multiple endings,0
lemmings,multiple endings,0
level editor,multiple endings,0
linear,multiple endings,0
local co-op,multiple endings,0.001926782
logic,multiple endings,0
loot,multiple endings,0.009009009
lore-rich,multiple endings,0
lovecraftian,multiple endings,0
magic,multiple endings,0.003521127
management,multiple endings,0
mars,multiple endings,0.035714286
martial arts,multiple endings,0
masterpiece,multiple endings,0
match 3,multiple endings,0
mature,multiple endings,0.017142857
mechs,multiple endings,0
medieval,multiple endings,0.005952381
metroidvania,multiple endings,0.005319149
military,multiple endings,0
minigames,multiple endings,0
minimalist,multiple endings,0
mining,multiple endings,0
mmorpg,multiple endings,0
moba,multiple endings,0
mod,multiple endings,0
moddable,multiple endings,0.004950495
modern,multiple endings,0
mouse only,multiple endings,0.043478261
movie,multiple endings,0
multiple endings,multiple endings,0.022727273
music,multiple endings,0
music-based procedural generation,multiple endings,0
mystery,multiple endings,0.013392857
mythology,multiple endings,0
narration,multiple endings,0.03125
naval,multiple endings,0
ninja,multiple endings,0
noir,multiple endings,0.013888889
nonlinear,multiple endings,0
nsfw,multiple endings,0
nudity,multiple endings,0.011428571
offroad,multiple endings,0
old school,multiple endings,0
on-rails shooter,multiple endings,0
online co-op,multiple endings,0
open world,multiple endings,0.000772201
otome,multiple endings,0.029411765
parkour,multiple endings,0
parody ,multiple endings,0
party-based rpg,multiple endings,0.012658228
perma death,multiple endings,0.009345794
philisophical,multiple endings,0.083333333
photo editing,multiple endings,0
physics,multiple endings,0
pinball,multiple endings,0
pirates,multiple endings,0
platformer,multiple endings,0.0016
point & click,multiple endings,0.007117438
political,multiple endings,0.042553191
politics,multiple endings,0.023255814
pool,multiple endings,0
post-apocalyptic,multiple endings,0.003952569
procedural generation,multiple endings,0.00621118
programming,multiple endings,0
psychedelic,multiple endings,0
psychological,multiple endings,0.022988506
psychological horror,multiple endings,0.004739336
puzzle,multiple endings,0.00317965
puzzle-platformer,multiple endings,0
pve,multiple endings,0
pvp,multiple endings,0
quick-time events,multiple endings,0
racing,multiple endings,0
real time tactics,multiple endings,0
real-time,multiple endings,0
real-time with pause,multiple endings,0.010204082
realistic,multiple endings,0
relaxing,multiple endings,0
resource management,multiple endings,0
retro,multiple endings,0.003246753
rhythm,multiple endings,0
robots,multiple endings,0.010471204
rogue-like,multiple endings,0.002941176
rogue-lite,multiple endings,0.008196721
romance,multiple endings,0.018987342
rome,multiple endings,0
rpg,multiple endings,0.00385208
rpgmaker,multiple endings,0
rts,multiple endings,0
runner,multiple endings,0
sailing,multiple endings,0
sandbox,multiple endings,0
satire,multiple endings,0.025641026
sci-fi,multiple endings,0.010111223
science,multiple endings,0
score attack,multiple endings,0
sequel,multiple endings,0
sexual content,multiple endings,0
shoot 'em up,multiple endings,0.005050505
shooter,multiple endings,0.002396166
short,multiple endings,0.018134715
side scroller,multiple endings,0
silent protagonist,multiple endings,0
simulation,multiple endings,0.002539683
sniper,multiple endings,0
soccer,multiple endings,0
software,multiple endings,0
software training,multiple endings,0
sokoban,multiple endings,0
souls-like,multiple endings,0
space,multiple endings,0
space sim,multiple endings,0
spectacle fighter,multiple endings,0
spelling,multiple endings,0
split screen,multiple endings,0
sports,multiple endings,0.004329004
star wars,multiple endings,0.083333333
stealth,multiple endings,0.002222222
steam machine,multiple endings,0
steampunk,multiple endings,0.005524862
story rich,multiple endings,0.015353122
strategy,multiple endings,0.000951022
strategy rpg,multiple endings,0
stylized,multiple endings,0
superhero,multiple endings,0
supernatural,multiple endings,0.014285714
surreal,multiple endings,0.00462963
survival,multiple endings,0
survival horror,multiple endings,0
swordplay,multiple endings,0
tactical,multiple endings,0.001655629
tactical rpg,multiple endings,0
tanks,multiple endings,0
team-based,multiple endings,0
text-based,multiple endings,0
third person,multiple endings,0.002747253
third-person shooter,multiple endings,0
thriller,multiple endings,0
time attack,multiple endings,0
time management,multiple endings,0
time manipulation,multiple endings,0
time travel,multiple endings,0.021276596
top-down,multiple endings,0
top-down shooter,multiple endings,0
touch-friendly,multiple endings,0
tower defense,multiple endings,0
trackir,multiple endings,0
trading,multiple endings,0
trading card game,multiple endings,0
trains,multiple endings,0
transhumanism,multiple endings,0
turn-based,multiple endings,0.001347709
turn-based combat,multiple endings,0
turn-based strategy,multiple endings,0.003012048
turn-based tactics,multiple endings,0
twin stick shooter,multiple endings,0
typing,multiple endings,0
underground,multiple endings,0
underwater,multiple endings,0
unforgiving,multiple endings,0
utilities,multiple endings,0
vampire,multiple endings,0
video production,multiple endings,0
villain protagonist,multiple endings,0
violent,multiple endings,0.011494253
visual novel,multiple endings,0.025974026
voice control,multiple endings,0
voxel,multiple endings,0
walking simulator,multiple endings,0.004878049
war,multiple endings,0
wargame,multiple endings,0
warhammer 40k,multiple endings,0
web publishing,multiple endings,0
werewolves,multiple endings,0
western,multiple endings,0
word game,multiple endings,0
world war i,multiple endings,0
world war ii,multiple endings,0
wrestling,multiple endings,0
zombies,multiple endings,0
2d fighter,music,0
3d platformer,music,0.015151515
4x,music,0
6dof,music,0
abstract,music,0.012345679
action,music,0.00360036
action rpg,music,0
action-adventure,music,0
addictive,music,0.024390244
adventure,music,0.001088534
agriculture,music,0
aliens,music,0
alternate history,music,0
america,music,0
animation & modeling,music,0
anime,music,0
arcade,music,0.004615385
arena shooter,music,0
artificial intelligence,music,0
assassin,music,0
atmospheric,music,0.003117693
audio production,music,0
base building,music,0
based on a novel,music,0
basketball,music,0
batman,music,0
beat 'em up,music,0
beautiful,music,0.013793103
benchmark,music,0
blood,music,0
board game,music,0
building,music,0
bullet hell,music,0.019354839
bullet time,music,0
capitalism,music,0
card game,music,0
cartoony,music,0
casual,music,0.004383562
character action game,music,0
character customization,music,0
chess,music,0
choices matter,music,0
choose your own adventure,music,0
cinematic,music,0
city builder,music,0
class-based,music,0
classic,music,0.001127396
co-op,music,0.001282051
co-op campaign,music,0
cold war,music,0
comedy,music,0.001321004
comic book,music,0.011111111
competitive,music,0
conspiracy,music,0
conversation,music,0
crafting,music,0
crime,music,0
crowdfunded,music,0.037037037
crpg,music,0
cult classic,music,0
cute,music,0
cyberpunk,music,0
cycling,music,0
dark comedy,music,0
dark fantasy,music,0
dark humor,music,0
dating sim,music,0
demons,music,0
design & illustration,music,0
destruction,music,0
detective,music,0.004032258
difficult,music,0.005767013
dinosaurs,music,0
diplomacy,music,0
documentary,music,0
dog,music,0.017857143
dragons,music,0
drama,music,0
driving,music,0
dungeon crawler,music,0
dungeons & dragons,music,0
dynamic narration,music,0
dystopian ,music,0
e-sports,music,0
early access,music,0
economy,music,0
education,music,0.01369863
emotional,music,0.015384615
epic,music,0
episodic,music,0
experience,music,0
experimental,music,0.044444444
exploration,music,0.003072197
family friendly,music,0
fantasy,music,0
fast-paced,music,0.007352941
female protagonist,music,0
fighting,music,0
first-person,music,0.000909091
fishing,music,0
flight,music,0
fmv,music,0
football,music,0
fps,music,0
funny,music,0.002932551
futuristic,music,0
gambling,music,0
game development,music,0
gamemaker,music,0
games workshop,music,0
god game,music,0.019230769
golf,music,0
gore,music,0.002717391
gothic,music,0
grand strategy,music,0
grid-based movement,music,0
gun customization,music,0
hack and slash,music,0
hacking,music,0
hand-drawn,music,0
heist,music,0
hex grid,music,0
hidden object,music,0
historical,music,0.003194888
horror,music,0
horses,music,0
hunting,music,0
illuminati,music,0.037037037
indie,music,0.003081981
intentionally awkward controls,music,0
interactive fiction,music,0
inventory management,music,0
investigation,music,0
isometric,music,0
jrpg,music,0
kickstarter,music,0
lara croft,music,0
lego,music,0
lemmings,music,0
level editor,music,0.013422819
linear,music,0
local co-op,music,0
logic,music,0
loot,music,0
lore-rich,music,0
lovecraftian,music,0
magic,music,0
management,music,0
mars,music,0
martial arts,music,0
masterpiece,music,0.009852217
match 3,music,0
mature,music,0
mechs,music,0
medieval,music,0
metroidvania,music,0
military,music,0
minigames,music,0
minimalist,music,0.019607843
mining,music,0
mmorpg,music,0
moba,music,0
mod,music,0
moddable,music,0
modern,music,0
mouse only,music,0
movie,music,0
multiple endings,music,0
music,music,0.016483516
music-based procedural generation,music,0.090909091
mystery,music,0
mythology,music,0
narration,music,0
naval,music,0
ninja,music,0
noir,music,0
nonlinear,music,0
nsfw,music,0
nudity,music,0
offroad,music,0
old school,music,0
on-rails shooter,music,0
online co-op,music,0
open world,music,0.000772201
otome,music,0
parkour,music,0
parody ,music,0
party-based rpg,music,0
perma death,music,0
philisophical,music,0
photo editing,music,0
physics,music,0
pinball,music,0
pirates,music,0
platformer,music,0.0072
point & click,music,0.002372479
political,music,0
politics,music,0
pool,music,0
post-apocalyptic,music,0
procedural generation,music,0.01242236
programming,music,0
psychedelic,music,0.065217391
psychological,music,0
psychological horror,music,0.004739336
puzzle,music,0.002119767
puzzle-platformer,music,0.00990099
pve,music,0
